vessel;date;fish;catch
54987;04.05.2017;A;13,5
54987;04.05.2017;K;6,42
15649;04.05.2017;A;7,83
15649;04.05.2017;K;25,5
13584;04.05.2017;F;0,12
13584;04.05.2017;H;63,44
13584;04.05.2017;M;0,18
13584;04.05.2017;N;1,36
13584;04.05.2017;C;0,48
13584;04.05.2017;D;0,54
13584;04.05.2017;A;10,26
13584;04.05.2017;B;0,44
33651;05.05.2017;A;30
33651;05.05.2017;B;5
13546;05.05.2017;F;0,63
13546;05.05.2017;A;28,86
13546;05.05.2017;B;3,42
13546;05.05.2017;K;7,344
57531;05.05.2017;F;0,234
57531;05.05.2017;M;0,09
57531;05.05.2017;D;0,252
57531;05.05.2017;A;38,5
57531;05.05.2017;B;3,3
57531;05.05.2017;K;0,09
54987;05.05.2017;A;6
54987;05.05.2017;K;10,02
15649;05.05.2017;A;14,63
15649;05.05.2017;K;12,75
13584;05.05.2017;F;1,14
13584;05.05.2017;H;0,22
13584;05.05.2017;N;1,08
13584;05.05.2017;A;11,98
33651;06.05.2017;F;0,198
33651;06.05.2017;M;3,78
33651;06.05.2017;A;40
33651;06.05.2017;J;1,098
13546;06.05.2017;H;0,82
13546;06.05.2017;D;2,07
13546;06.05.2017;A;31,18
13546;06.05.2017;B;17,06
57531;06.05.2017;M;0,18
57531;06.05.2017;D;1,584
57531;06.05.2017;A;34,24
57531;06.05.2017;B;13,8
57531;06.05.2017;K;0,702
54987;06.05.2017;D;1,026
54987;06.05.2017;A;2,04
54987;06.05.2017;K;6,96
15649;06.05.2017;A;8,46
15649;06.05.2017;K;10,08
13584;06.05.2017;F;5,04
13584;06.05.2017;H;0,84
13584;06.05.2017;N;1,36
13584;06.05.2017;C;0,24
13584;06.05.2017;D;1,68
13584;06.05.2017;A;99,12
13584;06.05.2017;B;4,42
13483;06.05.2017;A;5,25
13483;06.05.2017;B;1,95
33651;07.05.2017;A;44
13546;07.05.2017;D;1,206
13546;07.05.2017;A;21,06
13546;07.05.2017;B;18
13546;07.05.2017;K;4,806
57531;07.05.2017;M;0,162
57531;07.05.2017;D;0,9
57531;07.05.2017;A;25,46
57531;07.05.2017;B;13,4
57531;07.05.2017;K;3,474
54987;07.05.2017;C;2,1
54987;07.05.2017;A;24
54987;07.05.2017;K;6,9
15649;07.05.2017;D;0,24
15649;07.05.2017;A;5,01
15649;07.05.2017;K;6,51
13483;07.05.2017;A;133,83
13584;07.05.2017;D;2,1
13584;07.05.2017;A;82,98
13584;07.05.2017;B;0,32
33651;08.05.2017;D;12,6
33651;08.05.2017;A;31,8
13546;08.05.2017;D;3,78
13546;08.05.2017;A;39,04
13546;08.05.2017;K;0,18
57531;08.05.2017;M;0,342
57531;08.05.2017;D;2,286
57531;08.05.2017;A;34,36
57531;08.05.2017;B;1,74
57531;08.05.2017;K;3,564
54987;08.05.2017;A;4,98
54987;08.05.2017;B;1,02
54987;08.05.2017;K;9
15649;08.05.2017;A;3,81
15649;08.05.2017;K;7,59
13483;08.05.2017;D;1,431
13483;08.05.2017;A;92,16
13483;08.05.2017;B;0,69
33651;09.05.2017;A;100
13546;09.05.2017;A;100,06
57531;09.05.2017;A;100,08
54987;09.05.2017;A;4,2
54987;09.05.2017;K;7,8
15649;09.05.2017;D;0,672
13584;21.10.2017;C;0,72
13584;21.10.2017;D;13,788
13584;21.10.2017;A;28,8
13584;21.10.2017;B;24,92
13584;21.10.2017;J;2,14
13584;21.10.2017;G;0,04
13584;22.10.2017;M;0,32
13584;22.10.2017;C;0,48
13584;22.10.2017;D;0,612
13584;22.10.2017;A;9,92
13584;22.10.2017;B;29,28
13584;22.10.2017;J;0,04
13584;22.10.2017;G;0,14
13584;23.10.2017;F;0,26
13584;23.10.2017;M;0,14
13584;23.10.2017;A;13,56
13584;23.10.2017;B;22,86
13584;23.10.2017;J;0,02
13584;23.10.2017;G;0,66
13584;24.10.2017;F;0,3
13584;24.10.2017;M;0,2
13584;24.10.2017;C;1,08
13584;24.10.2017;D;6,192
13584;24.10.2017;A;15,48
13584;24.10.2017;B;72,44
13584;24.10.2017;J;0,12
13584;24.10.2017;G;1,24
13584;25.10.2017;M;0,84
13584;25.10.2017;D;20,808
13584;25.10.2017;A;22,76
13584;25.10.2017;B;14,48
13584;25.10.2017;J;3,18
13584;25.10.2017;G;0,42
13584;26.10.2017;F;0,06
13584;26.10.2017;M;0,2
13584;26.10.2017;D;6,012
13584;26.10.2017;A;49,28
13584;26.10.2017;B;6,64
13584;26.10.2017;G;0,42
13584;27.10.2017;F;1,3
13584;27.10.2017;A;12,42
13584;27.10.2017;B;5,18
13584;27.10.2017;K;18,44
13584;27.10.2017;G;0,1
13584;28.10.2017;M;1,26
13584;28.10.2017;A;10,7
13584;28.10.2017;B;56,86
13584;28.10.2017;J;0,78
13584;28.10.2017;G;0,1
13584;29.10.2017;A;8,34
13584;29.10.2017;B;5,32
13584;29.10.2017;G;0,14
13584;30.10.2017;A;1,04
13584;30.10.2017;B;14,14
13584;30.10.2017;J;0,04
13584;30.10.2017;G;1,2
13584;31.10.2017;F;0,34
13584;31.10.2017;D;1,872
13584;31.10.2017;A;0,38
13584;31.10.2017;B;8
13584;31.10.2017;J;0,68
13584;31.10.2017;G;2,5
13584;01.11.2017;M;2,82
13584;01.11.2017;B;27,48
13584;01.11.2017;J;6
13584;01.11.2017;G;0,86
13584;02.11.2017;M;3,58
13584;02.11.2017;A;0,78
13584;02.11.2017;B;20,62
13584;02.11.2017;J;6,06
13584;02.11.2017;G;0,22
13584;05.11.2017;F;0,4
13584;05.11.2017;M;0,28
13584;05.11.2017;A;3,6
13584;05.11.2017;B;45,74
13584;06.11.2017;F;0,98
13584;06.11.2017;M;0,62
13584;06.11.2017;A;2,1
13584;06.11.2017;B;15,44
13584;06.11.2017;J;1,82
13584;06.11.2017;K;19
13584;06.11.2017;G;0,08
13584;07.11.2017;H;0,4
13584;07.11.2017;M;0,24
13584;07.11.2017;D;1,314
13584;07.11.2017;A;7,82
13584;07.11.2017;B;58,86
13584;07.11.2017;J;0,04
13584;07.11.2017;K;31,32
13584;07.11.2017;G;0,04
13584;08.11.2017;M;0,06
13584;08.11.2017;D;7,254
13584;08.11.2017;A;2,28
13584;08.11.2017;B;62,78
13584;08.11.2017;J;4,92
13584;08.11.2017;G;0,66
13584;09.11.2017;F;0,46
13584;09.11.2017;D;19,296
13584;09.11.2017;A;21,42
13584;09.11.2017;B;10,76
13584;09.11.2017;J;1,12
13584;09.11.2017;K;2,16
13584;09.11.2017;G;0,04
13584;10.11.2017;F;0,32
13584;10.11.2017;M;4,24
13584;10.11.2017;D;11,7
13584;10.11.2017;A;6,32
13584;10.11.2017;B;4,52
13584;10.11.2017;J;0,54
13584;11.11.2017;H;1,82
13584;11.11.2017;D;26,118
13584;11.11.2017;A;0,36
13584;11.11.2017;B;84,56
13584;11.11.2017;J;3,92
13584;12.11.2017;F;1,7
13584;12.11.2017;M;0,68
13584;12.11.2017;C;0,14
13584;12.11.2017;D;19,368
13584;12.11.2017;A;4,46
13584;12.11.2017;B;94,98
13584;12.11.2017;J;0,42
13483;13.11.2017;F;0,243
13483;13.11.2017;M;2,025
13483;13.11.2017;A;0,15
13483;13.11.2017;B;36,03
13584;13.11.2017;F;1,5
13584;13.11.2017;M;9,02
13584;13.11.2017;C;0,1
13584;13.11.2017;D;9,054
13584;13.11.2017;A;2,72
13584;13.11.2017;B;104,46
13584;13.11.2017;J;0,32
13483;14.11.2017;F;1,404
13483;14.11.2017;M;0,351
13483;14.11.2017;D;3,186
13483;14.11.2017;A;2,16
13483;14.11.2017;B;18,06
13584;14.11.2017;F;1,72
13584;14.11.2017;H;19,46
13584;14.11.2017;M;0,16
13584;14.11.2017;D;14,184
13584;14.11.2017;A;2,28
13584;14.11.2017;B;15,62
13584;14.11.2017;J;46,58
13483;15.11.2017;F;1,809
13483;15.11.2017;H;5,73
13483;15.11.2017;M;5,508
13483;15.11.2017;D;6,075
13483;15.11.2017;A;7,68
13483;15.11.2017;B;28,23
13584;15.11.2017;F;0,18
13584;15.11.2017;M;3,14
13584;15.11.2017;D;27,342
13584;15.11.2017;A;8,96
13584;15.11.2017;B;21,8
13584;15.11.2017;J;0,76
13584;16.11.2017;F;0,72
13584;16.11.2017;H;8,62
13584;16.11.2017;M;10,7
13584;16.11.2017;D;15,192
13584;16.11.2017;A;0,54
13584;16.11.2017;B;17,38
13584;16.11.2017;J;0,52
13483;16.11.2017;H;11,46
13483;16.11.2017;M;1,971
13483;16.11.2017;B;34,83
13483;16.11.2017;J;8,208
13483;17.11.2017;H;12,48
13483;17.11.2017;M;1,053
13483;17.11.2017;A;21,27
13483;17.11.2017;B;28,08
13584;17.11.2017;F;0,02
13584;17.11.2017;M;1,38
13584;17.11.2017;D;25,254
13584;17.11.2017;A;1,4
13584;17.11.2017;B;13,66
13584;17.11.2017;J;3,52
13483;18.11.2017;F;0,189
13483;18.11.2017;H;0,54
13483;18.11.2017;M;9,882
13483;18.11.2017;A;2,67
13483;18.11.2017;B;2,43
13483;18.11.2017;J;1,026
13584;18.11.2017;F;0,36
13584;18.11.2017;M;0,48
13584;18.11.2017;D;41,256
13584;18.11.2017;A;2,36
13584;18.11.2017;B;8,24
13584;18.11.2017;J;0,1
13584;18.11.2017;G;0,26
13483;19.11.2017;F;0,216
13483;19.11.2017;H;0,33
13483;19.11.2017;M;30,753
13483;19.11.2017;A;0,69
13483;19.11.2017;B;8,91
13483;19.11.2017;J;2,457
13584;19.11.2017;H;0,4
13584;19.11.2017;M;5,7
13584;19.11.2017;D;18,63
13584;19.11.2017;B;0,28
13584;19.11.2017;J;2,74
13483;20.11.2017;F;0,459
13483;20.11.2017;H;0,33
13483;20.11.2017;M;1,782
13483;20.11.2017;A;10,05
13483;20.11.2017;B;24,48
13483;20.11.2017;J;0,891
13483;20.11.2017;G;8,802
13584;20.11.2017;F;0,7
13584;20.11.2017;M;1,24
13584;20.11.2017;C;1,28
13584;20.11.2017;D;20,376
13584;20.11.2017;A;4,04
13584;20.11.2017;B;2,62
13584;20.11.2017;G;0,1
13483;21.11.2017;A;15,72
13483;21.11.2017;B;95,31
13483;21.11.2017;G;0,27
13584;21.11.2017;M;0,18
13584;21.11.2017;D;12,708
13584;21.11.2017;A;15,68
13584;21.11.2017;B;36,42
13584;21.11.2017;J;7,46
13584;21.11.2017;K;2,58
13584;21.11.2017;G;0,06
13483;22.11.2017;F;0,351
13483;22.11.2017;A;44,73
13483;22.11.2017;B;64,35
13483;22.11.2017;G;1,296
13584;22.11.2017;F;0,02
13584;22.11.2017;M;0,16
13584;22.11.2017;D;14,634
13584;22.11.2017;A;17,16
13584;22.11.2017;B;22,46
13584;22.11.2017;J;5,12
13584;22.11.2017;K;46,32
13483;23.11.2017;F;0,972
13483;23.11.2017;D;1,431
13483;23.11.2017;A;82,89
13483;23.11.2017;B;32,1
13584;23.11.2017;F;0,1
13584;23.11.2017;M;2,34
13584;23.11.2017;D;17,496
13584;23.11.2017;A;25,42
13584;23.11.2017;B;46,72
13584;23.11.2017;J;0,48
13584;23.11.2017;K;8,3
13584;23.11.2017;G;0,06
13483;24.11.2017;F;3,942
13483;24.11.2017;A;94,32
13483;24.11.2017;B;49,05
13584;24.11.2017;F;0,1
13584;24.11.2017;M;5,96
13584;24.11.2017;D;20,394
13584;24.11.2017;A;40,96
13584;24.11.2017;B;32,34
13584;24.11.2017;J;0,54
13584;24.11.2017;G;0,4
13483;25.11.2017;F;3,672
13483;25.11.2017;A;67,8
13483;25.11.2017;B;62,07
13584;25.11.2017;F;0,04
13584;25.11.2017;M;4,32
13584;25.11.2017;D;44,208
13584;25.11.2017;A;8,76
13584;25.11.2017;B;10,6
13584;25.11.2017;G;0,8
13483;26.11.2017;F;1,755
13483;26.11.2017;D;1,674
13483;26.11.2017;A;26,76
13483;26.11.2017;B;49,65
13584;26.11.2017;F;0,08
13584;26.11.2017;M;0,02
13584;26.11.2017;D;31,824
13584;26.11.2017;A;18,42
13584;26.11.2017;B;15,22
13584;26.11.2017;J;0,06
13584;26.11.2017;K;19,1
13483;27.11.2017;F;0,972
13483;27.11.2017;H;1,17
13483;27.11.2017;M;3,186
13483;27.11.2017;A;5,07
13483;27.11.2017;B;3,15
13483;27.11.2017;K;2,76
13483;27.11.2017;G;0,135
13584;27.11.2017;F;3,36
13584;27.11.2017;M;0,78
13584;27.11.2017;N;6,12
13584;27.11.2017;D;14,418
13584;27.11.2017;A;11,48
13584;27.11.2017;T;5,48
13584;27.11.2017;B;6,16
13584;27.11.2017;J;0,82
13584;27.11.2017;K;11,4
13483;28.11.2017;F;1,107
13483;28.11.2017;M;2,106
13483;28.11.2017;A;10,53
13483;28.11.2017;B;6,81
13483;28.11.2017;J;0,81
13483;28.11.2017;K;21,18
13483;28.11.2017;G;0,297
13584;28.11.2017;M;7
13584;28.11.2017;D;13,158
13584;28.11.2017;A;4,66
13584;28.11.2017;T;1,54
13584;28.11.2017;J;0,1
13584;28.11.2017;K;40,1
13584;28.11.2017;G;0,58
13483;29.11.2017;M;7,236
13483;29.11.2017;A;6
13483;29.11.2017;B;2,91
13483;29.11.2017;J;0,405
13483;29.11.2017;K;23,46
13483;29.11.2017;G;0,459
13584;29.11.2017;F;0,08
13584;29.11.2017;M;1
13584;29.11.2017;D;11,574
13584;29.11.2017;A;8,96
13584;29.11.2017;B;5,86
13584;29.11.2017;J;0,44
13584;29.11.2017;K;18,16
13584;29.11.2017;G;0,18
13483;30.11.2017;F;0,459
13483;30.11.2017;H;0,72
13483;30.11.2017;A;12,57
13483;30.11.2017;B;37,08
13483;30.11.2017;J;10,125
13483;30.11.2017;G;5,805
13584;30.11.2017;H;0,42
13584;30.11.2017;D;14,814
13584;30.11.2017;A;0,72
13584;30.11.2017;B;54,16
13584;30.11.2017;J;4,78
13483;01.12.2017;F;0,54
13483;01.12.2017;H;7,02
13483;01.12.2017;A;23,25
13483;01.12.2017;B;40,56
13483;01.12.2017;J;1,161
13483;01.12.2017;G;3,267
13584;01.12.2017;A;0,78
13584;01.12.2017;B;48,98
13584;01.12.2017;J;1,06
13584;01.12.2017;K;4,64
13483;02.12.2017;M;0,135
13483;02.12.2017;A;21,03
13483;02.12.2017;B;64,59
13483;02.12.2017;J;6,939
13483;02.12.2017;G;8,505
13584;02.12.2017;M;0,8
13584;02.12.2017;D;10,566
13584;02.12.2017;P;0,34
13584;02.12.2017;B;22,12
13584;02.12.2017;J;3,22
13584;02.12.2017;K;55,2
13584;02.12.2017;G;0,4
13483;03.12.2017;H;0,6
13483;03.12.2017;M;2,619
13483;03.12.2017;A;39,87
13483;03.12.2017;B;20,82
13483;03.12.2017;J;1,971
13483;03.12.2017;K;8,94
13584;03.12.2017;H;1,54
13584;03.12.2017;M;16,72
13584;03.12.2017;D;14,976
13584;03.12.2017;P;0,5
13584;03.12.2017;B;68,22
13584;03.12.2017;J;7,48
13584;03.12.2017;K;5,54
13584;03.12.2017;G;7,44
13483;04.12.2017;F;0,189
13483;04.12.2017;D;1,053
13483;04.12.2017;A;29,37
13483;04.12.2017;B;27,03
13483;04.12.2017;G;0,567
13584;04.12.2017;M;34,06
13584;04.12.2017;A;19,58
13584;04.12.2017;B;25,88
13584;04.12.2017;J;7,94
13584;04.12.2017;K;35,98
13584;04.12.2017;G;4,28
13483;05.12.2017;A;102,21
13483;05.12.2017;B;38,22
13483;05.12.2017;G;2,916
13584;05.12.2017;H;0,48
13584;05.12.2017;M;15,58
13584;05.12.2017;P;0,34
13584;05.12.2017;A;7,4
13584;05.12.2017;B;63,78
13584;05.12.2017;J;4,62
13584;05.12.2017;K;2,12
13584;05.12.2017;G;0,34
13483;06.12.2017;F;0,216
13483;06.12.2017;A;54,54
13483;06.12.2017;B;51
13483;06.12.2017;G;1,242
13584;06.12.2017;M;4,82
13584;06.12.2017;A;7,04
13584;06.12.2017;B;9,32
13584;06.12.2017;J;0,24
13584;06.12.2017;K;91,42
13584;06.12.2017;G;0,98
13483;07.12.2017;A;77,88
13483;07.12.2017;B;32,64
13584;07.12.2017;H;0,48
13584;07.12.2017;M;1,6
13584;07.12.2017;D;7,686
13584;07.12.2017;P;0,3
13584;07.12.2017;A;2,54
13584;07.12.2017;B;71,86
13584;07.12.2017;J;3,32
13584;07.12.2017;K;18,82
13584;07.12.2017;G;0,7
13483;08.12.2017;A;31,2
13483;08.12.2017;B;40,35
13483;08.12.2017;G;1,323
13584;08.12.2017;H;0,9
13584;08.12.2017;M;8,92
13584;08.12.2017;D;4,986
13584;08.12.2017;A;1,92
13584;08.12.2017;B;69,7
13584;08.12.2017;J;2,42
13584;08.12.2017;K;3,32
13584;08.12.2017;G;0,48
13483;09.12.2017;H;0,69
13483;09.12.2017;M;1,323
13483;09.12.2017;A;2,49
13483;09.12.2017;B;3,51
13483;09.12.2017;J;1,674
13483;09.12.2017;K;0,93
13483;09.12.2017;G;12,231
13584;09.12.2017;A;6,44
13584;09.12.2017;B;11,16
13584;09.12.2017;K;15,28
13483;10.12.2017;H;13,83
13483;10.12.2017;A;12,36
13483;10.12.2017;B;38,16
13483;10.12.2017;J;3,483
13483;10.12.2017;K;2,07
13584;13.12.2017;F;1,08
13584;13.12.2017;M;3,32
13584;13.12.2017;A;7,84
13584;13.12.2017;B;17,14
13584;13.12.2017;J;0,66
13584;13.12.2017;K;8,38
13483;14.12.2017;A;1,26
13483;14.12.2017;B;4,44
13483;14.12.2017;K;8,07
13584;14.12.2017;F;0,52
13584;14.12.2017;M;14,9
13584;14.12.2017;A;13,02
13584;14.12.2017;B;12,16
13584;14.12.2017;J;1,52
13584;14.12.2017;K;1,86
13483;15.12.2017;M;7,101
13483;15.12.2017;A;6,3
13483;15.12.2017;B;8,76
13483;15.12.2017;J;0,27
13483;15.12.2017;K;79,74
13483;15.12.2017;G;3,78
13584;15.12.2017;P;1,2
13584;15.12.2017;A;7,34
13584;15.12.2017;B;10,8
13584;15.12.2017;J;5,86
13584;15.12.2017;K;104,44
13584;15.12.2017;G;0,04
13483;16.12.2017;M;18,279
13483;16.12.2017;P;0,459
13483;16.12.2017;A;3,3
13483;16.12.2017;B;6,45
13483;16.12.2017;J;2,754
13483;16.12.2017;K;5,58
13483;16.12.2017;G;4,455
13584;16.12.2017;M;0,18
13584;16.12.2017;P;1,94
13584;16.12.2017;A;17,78
13584;16.12.2017;B;40,62
13584;16.12.2017;J;3,54
13584;16.12.2017;K;78,46
13483;17.12.2017;M;10,044
13483;17.12.2017;A;3,78
13483;17.12.2017;B;4,86
13483;17.12.2017;J;1,836
13483;17.12.2017;K;100,38
13483;17.12.2017;G;0,918
13584;17.12.2017;M;0,12
13584;17.12.2017;A;3,1
13584;17.12.2017;B;31,36
13584;17.12.2017;J;4,12
13584;17.12.2017;K;82,54
13483;18.12.2017;D;2,187
13483;18.12.2017;P;0,945
13483;18.12.2017;A;6,66
13483;18.12.2017;B;12,24
13483;18.12.2017;J;0,243
13483;18.12.2017;K;7,47
13483;18.12.2017;G;0,999
13584;18.12.2017;M;0,08
13584;18.12.2017;P;0,3
13584;18.12.2017;A;2,22
13584;18.12.2017;B;17,94
13584;18.12.2017;J;0,12
13584;18.12.2017;K;125,68
13483;19.12.2017;A;129,21
13483;19.12.2017;B;8,16
13584;19.12.2017;M;3,36
13584;19.12.2017;P;1,02
13584;19.12.2017;A;12,58
13584;19.12.2017;B;12,14
13584;19.12.2017;J;0,44
13584;19.12.2017;K;101,74
13584;19.12.2017;G;0,02
13483;20.12.2017;D;0,999
13483;20.12.2017;A;41,64
13483;20.12.2017;B;11,28
13584;20.12.2017;C;0,08
13584;20.12.2017;A;37,82
13584;20.12.2017;B;1,32
13483;21.12.2017;F;0,297
13483;21.12.2017;C;1,836
13483;21.12.2017;D;0,675
13483;21.12.2017;A;21
13584;21.12.2017;M;0,18
13584;21.12.2017;C;1,24
13584;21.12.2017;D;1,584
13584;21.12.2017;A;16,28
13584;21.12.2017;T;0,62
13584;21.12.2017;B;0,16
13483;22.12.2017;F;0,54
13483;22.12.2017;A;4,83
13483;22.12.2017;B;18,72
13483;22.12.2017;K;2,7
13584;22.12.2017;D;1,674
13584;22.12.2017;A;37,84
13584;22.12.2017;B;1,7
13483;23.12.2017;D;0,891
13483;23.12.2017;A;10,29
13483;23.12.2017;K;19,68
13584;23.12.2017;C;0,8
13584;23.12.2017;D;1,206
13584;23.12.2017;A;21,98
13584;23.12.2017;T;4,92
13584;23.12.2017;B;0,02
13483;24.12.2017;F;0,189
13483;24.12.2017;C;6,48
13483;24.12.2017;A;8,34
13584;24.12.2017;D;0,846
13584;24.12.2017;A;8,48
13584;24.12.2017;B;9,64
13483;25.12.2017;F;0,513
13483;25.12.2017;D;0,405
13483;25.12.2017;A;33,66
13483;25.12.2017;B;4,35
13483;25.12.2017;K;34,26
13584;25.12.2017;M;0,04
13584;25.12.2017;D;1,476
13584;25.12.2017;A;8,74
13584;25.12.2017;B;77,52
13584;25.12.2017;J;4,34
13584;25.12.2017;K;17,32
13483;26.12.2017;F;0,162
13483;26.12.2017;A;3,93
13483;26.12.2017;B;56,64
13483;26.12.2017;J;2,025
13483;26.12.2017;K;6,3
13584;26.12.2017;M;0,04
13584;26.12.2017;D;2,268
13584;26.12.2017;P;0,2
13584;26.12.2017;A;23,64
13584;26.12.2017;B;56,3
13584;26.12.2017;J;11,16
13584;26.12.2017;K;27,82
13483;27.12.2017;F;0,189
13483;27.12.2017;A;19,8
13483;27.12.2017;B;78,78
13584;27.12.2017;C;0,18
13584;27.12.2017;D;1,548
13584;27.12.2017;A;8,8
13584;27.12.2017;B;47,64
13584;27.12.2017;J;0,08
13584;27.12.2017;K;13,9
13483;28.12.2017;A;6,3
13483;28.12.2017;B;19,98
13584;28.12.2017;A;23,56
13584;28.12.2017;B;13,62
13584;28.12.2017;J;0,06
13584;29.12.2017;A;46,48
13584;29.12.2017;B;23,86
13584;29.12.2017;K;1,12
13483;30.12.2017;F;0,27
13483;30.12.2017;A;6,6
13483;30.12.2017;B;13,38
13483;30.12.2017;J;0,432
13483;30.12.2017;K;2,67
13483;31.12.2017;M;1,944
13483;31.12.2017;A;0,93
13483;31.12.2017;B;46,32
13483;31.12.2017;J;0,567
13483;31.12.2017;K;33,36
33364;01.01.2017;F;1,926
33364;01.01.2017;A;5,24
33364;01.01.2017;B;29,66
33364;01.01.2017;K;69,847
15424;01.01.2017;A;3,102
15424;01.01.2017;B;20,438
16483;01.01.2017;A;112,42
16483;01.01.2017;B;31,22
13546;01.01.2017;A;30,008
13546;01.01.2017;B;10,232
13264;01.01.2017;B;21,09
13264;01.01.2017;K;60,27
69768;01.01.2017;A;6,81
69768;01.01.2017;B;6,78
69768;01.01.2017;K;105
78963;01.01.2017;A;2,8
78963;01.01.2017;B;22,76
78963;01.01.2017;K;147,694
13483;01.01.2017;F;1,782
13483;01.01.2017;A;122,31
13483;01.01.2017;B;6,9
33364;02.01.2017;F;0,252
33364;02.01.2017;A;1,26
33364;02.01.2017;B;13,207
15424;02.01.2017;F;1,4
15424;02.01.2017;A;18,238
15424;02.01.2017;B;20,438
16483;02.01.2017;F;2,952
16483;02.01.2017;A;101,02
16483;02.01.2017;B;31,92
16483;02.01.2017;K;15,18
13546;02.01.2017;A;19,25
13546;02.01.2017;B;21,012
13264;02.01.2017;A;8,22
13264;02.01.2017;B;3,66
13264;02.01.2017;K;13,56
69768;02.01.2017;A;7,98
69768;02.01.2017;B;21,42
69768;02.01.2017;K;25,5
78963;02.01.2017;B;118,16
78963;02.01.2017;K;95,266
13483;02.01.2017;A;20,13
13483;02.01.2017;B;42,75
33364;03.01.2017;F;1,386
33364;03.01.2017;A;52,514
33364;03.01.2017;B;19,74
15424;03.01.2017;F;1,2
15424;03.01.2017;A;50,974
15424;03.01.2017;B;7,898
16483;03.01.2017;F;1,872
16483;03.01.2017;A;32,94
16483;03.01.2017;B;31,32
16483;03.01.2017;K;30,08
13546;03.01.2017;F;9,8
13546;03.01.2017;A;33,286
13546;03.01.2017;B;22,157
69768;03.01.2017;A;0,15
69768;03.01.2017;B;14,25
69768;03.01.2017;K;33,36
78963;03.01.2017;A;5,08
78963;03.01.2017;B;105,12
78963;03.01.2017;J;0,98
78963;03.01.2017;K;71,647
13483;03.01.2017;A;25,2
13483;03.01.2017;B;30
13483;03.01.2017;K;1,23
33364;04.01.2017;F;2,214
33364;04.01.2017;A;149,14
33364;04.01.2017;B;7,9
15424;04.01.2017;F;1,2
15424;04.01.2017;A;56,628
15424;04.01.2017;B;2,178
16483;04.01.2017;F;2,916
16483;04.01.2017;A;56,12
16483;04.01.2017;B;0,48
16483;04.01.2017;K;89,34
13546;04.01.2017;A;90,002
13546;04.01.2017;B;0,222
69768;04.01.2017;B;14,22
69768;04.01.2017;K;15,36
78963;04.01.2017;A;52,3
78963;04.01.2017;B;37,74
78963;04.01.2017;J;0,18
78963;04.01.2017;K;82,641
13483;04.01.2017;A;39,57
13483;04.01.2017;B;24,84
33364;05.01.2017;A;116,454
33364;05.01.2017;K;38,88
15424;05.01.2017;F;0,48
15424;05.01.2017;A;47,058
15424;05.01.2017;B;37,576
16483;05.01.2017;F;0,666
16483;05.01.2017;A;27,36
16483;05.01.2017;K;6,76
13546;05.01.2017;A;10,494
13546;05.01.2017;B;0,222
13264;05.01.2017;K;24,24
69768;05.01.2017;A;4,92
69768;05.01.2017;B;26,88
69768;05.01.2017;K;18,15
78963;05.01.2017;A;21,54
78963;05.01.2017;B;50,12
78963;05.01.2017;K;112,073
13483;05.01.2017;A;21,81
13483;05.01.2017;B;45,96
33364;06.01.2017;A;55,38
33364;06.01.2017;K;110,541
15424;06.01.2017;F;0,8
15424;06.01.2017;A;31,174
15424;06.01.2017;B;45,056
16483;06.01.2017;F;1,098
16483;06.01.2017;A;1,44
16483;06.01.2017;B;30,02
16483;06.01.2017;K;23,52
13264;06.01.2017;A;13,41
13264;06.01.2017;B;29,19
13264;06.01.2017;K;8,43
69768;06.01.2017;B;0,6
69768;06.01.2017;K;27,15
78963;06.01.2017;B;49,82
78963;06.01.2017;K;164,7
13483;06.01.2017;A;20,16
13483;06.01.2017;B;40,74
33364;07.01.2017;A;5,28
33364;07.01.2017;K;29,1
16483;07.01.2017;F;0,918
16483;07.01.2017;A;4,34
16483;07.01.2017;B;32,28
16483;07.01.2017;K;9,64
13264;07.01.2017;D;2,496
13264;07.01.2017;A;26,46
13264;07.01.2017;B;39,54
13264;07.01.2017;K;2,07
78963;07.01.2017;A;5,5
78963;07.01.2017;B;15,06
78963;07.01.2017;K;132,367
13483;07.01.2017;A;11,46
13483;07.01.2017;B;7,41
13483;07.01.2017;K;10,17
16483;08.01.2017;F;1,602
16483;08.01.2017;A;6,32
16483;08.01.2017;K;74,2
13264;08.01.2017;D;0,648
13264;08.01.2017;A;20,73
13264;08.01.2017;B;23,82
13264;08.01.2017;K;18,27
78963;08.01.2017;A;12,04
78963;08.01.2017;B;28,9
78963;08.01.2017;K;101,14
13483;08.01.2017;F;0,27
13483;08.01.2017;A;1,68
13483;08.01.2017;B;4,23
13483;08.01.2017;K;13,44
13483;09.01.2017;F;0,108
13483;09.01.2017;A;10,11
13483;09.01.2017;B;0,78
13483;09.01.2017;K;0,48
16483;09.01.2017;F;1,368
16483;09.01.2017;D;0,504
16483;09.01.2017;A;1,18
16483;09.01.2017;B;4,98
16483;09.01.2017;K;88,08
13546;09.01.2017;A;62,018
13264;09.01.2017;A;9,27
13264;09.01.2017;B;3,12
13264;09.01.2017;K;14,16
69768;09.01.2017;B;1,77
69768;09.01.2017;K;30,45
78963;09.01.2017;F;1,404
78963;09.01.2017;B;3,84
78963;09.01.2017;K;126,587
16483;10.01.2017;F;1,098
16483;10.01.2017;D;0,576
16483;10.01.2017;A;16,42
16483;10.01.2017;B;36,72
